United Kingdom of Great Britain and Northern Ireland
French Republic
Republic of Côte d’Ivoire
Dominican Republic
Republic of Equatorial Guinea
Republic of Peru
State of Kuwait
Republic of Indonesia
Republic of South Africa (RSA)
Arab Republic of Egypt
Republic of Iraq
People's Democratic Republic of Algeria
Republic of Rwanda

